"session_id","question","response"
edb85526-dee0-11ef-a609-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
f24eceda-dee0-11ef-a609-0242ac120003,question1,Resource Operations Coordinator
f24eceda-dee0-11ef-a609-0242ac120003,question2,"Education, References, Soft Skills, Prior Experience"
f24eceda-dee0-11ef-a609-0242ac120003,question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"08c8c4cc-dee1-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"08c8c4cc-dee1-11ef-9325-0242ac120003",question2,"References, Soft Skills, Technical Skills, Prior Experience, Education"
"08c8c4cc-dee1-11ef-9325-0242ac120003",question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"08c8c4cc-dee1-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"08c8c4cc-dee1-11ef-9325-0242ac120003",question2,"References, Soft Skills, Technical Skills, Prior Experience, Education"
"08c8c4cc-dee1-11ef-9325-0242ac120003",question3,"The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"08c8c4cc-dee1-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"08c8c4cc-dee1-11ef-9325-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"08c8c4cc-dee1-11ef-9325-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"1b751bac-dee1-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"1b751bac-dee1-11ef-9101-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"1b751bac-dee1-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"50e24a6c-dee1-11ef-a8d9-0242ac120003",question1,Resource Operations Coordinator
"50e24a6c-dee1-11ef-a8d9-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"50e24a6c-dee1-11ef-a8d9-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"34596046-dee2-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"34596046-dee2-11ef-8bc0-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"34596046-dee2-11ef-8bc0-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"9a6a21f4-dee2-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"9a6a21f4-dee2-11ef-8bc0-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"9a6a21f4-dee2-11ef-8bc0-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
f5924754-dee3-11ef-9101-0242ac120003,question1,Resource Operations Coordinator
f5924754-dee3-11ef-9101-0242ac120003,question2,"References, Education, Prior Experience, Soft Skills"
f5924754-dee3-11ef-9101-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"7f4cb79a-dee4-11ef-9db1-0242ac120003",question1,Resource Operations Coordinator
"7f4cb79a-dee4-11ef-9db1-0242ac120003",question2,"Prior Experience, References, Technical Skills, Soft Skills"
"7f4cb79a-dee4-11ef-9db1-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
ed0f3e7e-dee4-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
ed0f3e7e-dee4-11ef-8bc0-0242ac120003,question2,"Prior Experience, Soft Skills, Education, References"
ed0f3e7e-dee4-11ef-8bc0-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"207baf4a-dee5-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"207baf4a-dee5-11ef-af32-0242ac120003",question2,"Prior Experience, Education, Soft Skills, References"
"207baf4a-dee5-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
a1280a94-dee5-11ef-9db1-0242ac120003,question1,Resource Operations Coordinator
a1280a94-dee5-11ef-9db1-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
a1280a94-dee5-11ef-9db1-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
f4ae8698-dee5-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
f4ae8698-dee5-11ef-af32-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
f4ae8698-dee5-11ef-af32-0242ac120003,question3,The candidate‘s „References“ have received the maximal score of 10.
d558d8e2-dee6-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
d558d8e2-dee6-11ef-8bc0-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
d558d8e2-dee6-11ef-8bc0-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"9cd7725c-dee7-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"9cd7725c-dee7-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"9cd7725c-dee7-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
c97dd0a8-dee7-11ef-9325-0242ac120003,question1,Resource Operations Coordinator
c97dd0a8-dee7-11ef-9325-0242ac120003,question2,"References, Education, Soft Skills, Prior Experience"
c97dd0a8-dee7-11ef-9325-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"560af3de-dee8-11ef-9db1-0242ac120003",question1,Resource Operations Coordinator
"560af3de-dee8-11ef-9db1-0242ac120003",question2,"Prior Experience, Education, Soft Skills, References"
"560af3de-dee8-11ef-9db1-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
a0ec5f1e-dee8-11ef-9325-0242ac120003,question1,Resource Operations Coordinator
a0ec5f1e-dee8-11ef-9325-0242ac120003,question2,"References, Education, Soft Skills, Prior Experience"
a0ec5f1e-dee8-11ef-9325-0242ac120003,question3,The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“.
"8680a738-dee9-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"8680a738-dee9-11ef-b02c-0242ac120003",question2,Prior Experience
"8680a738-dee9-11ef-b02c-0242ac120003",question3,The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“.
"8680a738-dee9-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"8680a738-dee9-11ef-b02c-0242ac120003",question2,Prior Experience
"8680a738-dee9-11ef-b02c-0242ac120003",question3,The candidate‘s „References“ have received the maximal score of 10.
c8e8554e-dee9-11ef-9325-0242ac120003,question1,Resource Operations Coordinator
c8e8554e-dee9-11ef-9325-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
c8e8554e-dee9-11ef-9325-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"4b1a102e-deeb-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"4b1a102e-deeb-11ef-9101-0242ac120003",question2,"Prior Experience, Soft Skills, References, Education"
"4b1a102e-deeb-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"4d59c208-deeb-11ef-82d1-0242ac120003",question1,Resource Operations Coordinator
"4d59c208-deeb-11ef-82d1-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"4d59c208-deeb-11ef-82d1-0242ac120003",question3,The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“.
"5e1f11c4-deeb-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"5e1f11c4-deeb-11ef-9101-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"5e1f11c4-deeb-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"3febde52-deec-11ef-a87b-0242ac120003",question1,Team Coordinator
"3febde52-deec-11ef-a87b-0242ac120003",question2,"Education, Soft Skills, Adaptability, References, Prior Experience"
"3febde52-deec-11ef-a87b-0242ac120003",question3,"The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"3febde52-deec-11ef-a87b-0242ac120003",question1,Project Coordinator
"3febde52-deec-11ef-a87b-0242ac120003",question2,"Adaptability, Education, References, Soft Skills, Technical Skills"
"3febde52-deec-11ef-a87b-0242ac120003",question3,"The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"07fccb68-deed-11ef-a609-0242ac120003",question1,Resource Operations Coordinator
"07fccb68-deed-11ef-a609-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"07fccb68-deed-11ef-a609-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
e8aaea5a-deed-11ef-8b3e-0242ac120003,question1,Resource Operations Coordinator
e8aaea5a-deed-11ef-8b3e-0242ac120003,question2,"Soft Skills, Education, References, Prior Experience"
e8aaea5a-deed-11ef-8b3e-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"0a8b8b20-deee-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"0a8b8b20-deee-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"0a8b8b20-deee-11ef-af32-0242ac120003",question3,The candidate‘s „References“ have received the maximal score of 10.
"37b3ac7c-deee-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"37b3ac7c-deee-11ef-9325-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"37b3ac7c-deee-11ef-9325-0242ac120003",question3,The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“.
"9772bfae-deee-11ef-9db1-0242ac120003",question1,Resource Alignment Coordinator
"9772bfae-deee-11ef-9db1-0242ac120003",question2,"Soft Skills, References, Education, Prior Experience"
"9772bfae-deee-11ef-9db1-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"9772bfae-deee-11ef-9db1-0242ac120003",question1,Resource Operations Coordinator
"9772bfae-deee-11ef-9db1-0242ac120003",question2,"Prior Experience, References, Education, Soft Skills"
"9772bfae-deee-11ef-9db1-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"18befe6e-def0-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"18befe6e-def0-11ef-9325-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"18befe6e-def0-11ef-9325-0242ac120003",question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"2f6fed8a-def0-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"2f6fed8a-def0-11ef-8bc0-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"2f6fed8a-def0-11ef-8bc0-0242ac120003",question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"56aa6772-def0-11ef-82d1-0242ac120003",question1,Resource Operations Coordinator
"56aa6772-def0-11ef-82d1-0242ac120003",question2,"Prior Experience, References, Soft Skills, Education"
"56aa6772-def0-11ef-82d1-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"36fe7688-def1-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"36fe7688-def1-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"36fe7688-def1-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"95f1ec96-def2-11ef-8b3e-0242ac120003",question1,Resource Operations Coordinator
"95f1ec96-def2-11ef-8b3e-0242ac120003",question2,"Soft Skills, Education, Prior Experience, References"
"95f1ec96-def2-11ef-8b3e-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
c06fbcdc-def2-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
c06fbcdc-def2-11ef-af32-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
c06fbcdc-def2-11ef-af32-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"7237e5e8-def3-11ef-b02c-0242ac120003",question1,Resource Alignment Coordinator
"7237e5e8-def3-11ef-b02c-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience, Technical Skills"
"7237e5e8-def3-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"7237e5e8-def3-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"7237e5e8-def3-11ef-b02c-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"7237e5e8-def3-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
e440d46a-def3-11ef-b02c-0242ac120003,question1,Resource Operations Coordinator
e440d46a-def3-11ef-b02c-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
e440d46a-def3-11ef-b02c-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
e9d92774-def3-11ef-9db1-0242ac120003,question1,Resource Operations Coordinator
e9d92774-def3-11ef-9db1-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
e9d92774-def3-11ef-9db1-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
"27817c02-def4-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"27817c02-def4-11ef-9101-0242ac120003",question2,"Prior Experience, Education, Soft Skills, References"
"27817c02-def4-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
fd51c0ca-def5-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
fd51c0ca-def5-11ef-af32-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
fd51c0ca-def5-11ef-af32-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"524914c0-def6-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"524914c0-def6-11ef-8bc0-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"524914c0-def6-11ef-8bc0-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
f8ca24fa-def7-11ef-9325-0242ac120003,question1,Resource Operations Coordinator
f8ca24fa-def7-11ef-9325-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
f8ca24fa-def7-11ef-9325-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
fe797c02-def7-11ef-a609-0242ac120003,question1,Resource Operations Coordinator
fe797c02-def7-11ef-a609-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
fe797c02-def7-11ef-a609-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"6ab9082e-def8-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"6ab9082e-def8-11ef-9325-0242ac120003",question2,"Prior Experience, Education, Soft Skills, References"
"6ab9082e-def8-11ef-9325-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"6ab9082e-def8-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"6ab9082e-def8-11ef-9325-0242ac120003",question2,"Prior Experience, Education, Soft Skills, References"
"6ab9082e-def8-11ef-9325-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"6ab9082e-def8-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"6ab9082e-def8-11ef-9325-0242ac120003",question2,"Prior Experience, Education, Soft Skills, References"
"6ab9082e-def8-11ef-9325-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
c7cff978-def8-11ef-b02c-0242ac120003,question1,Resource Operations Coordinator
c7cff978-def8-11ef-b02c-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
c7cff978-def8-11ef-b02c-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"54a2ae22-def9-11ef-8b3e-0242ac120003",question1,Resource Operations Coordinator
"54a2ae22-def9-11ef-8b3e-0242ac120003",question2,"Soft Skills, References, Education, Prior Experience"
"54a2ae22-def9-11ef-8b3e-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"61f4c7b0-defc-11ef-9db1-0242ac120003",question1,Resource Operations Coordinator
"61f4c7b0-defc-11ef-9db1-0242ac120003",question2,"Education, Soft Skills, Technical Skills, References"
"61f4c7b0-defc-11ef-9db1-0242ac120003",question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"3968c976-defd-11ef-9101-0242ac120003",question1,Resource Alignment Coordinator
"3968c976-defd-11ef-9101-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"3968c976-defd-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"0d76fa44-defe-11ef-8bc0-0242ac120003",question1,Resource Operations Coordinator
"0d76fa44-defe-11ef-8bc0-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"0d76fa44-defe-11ef-8bc0-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
b54bc88a-defe-11ef-a609-0242ac120003,question1,Resource Operations Coordinator
b54bc88a-defe-11ef-a609-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
b54bc88a-defe-11ef-a609-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
e3fbe4da-defe-11ef-9325-0242ac120003,question1,Resource Operations Coordinator
e3fbe4da-defe-11ef-9325-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
e3fbe4da-defe-11ef-9325-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate‘s „References“ have received the maximal score of 10."
f095a482-deff-11ef-a87b-0242ac120003,question1,Resource Operations Coordinator
f095a482-deff-11ef-a87b-0242ac120003,question2,"Prior Experience, Education, Soft Skills, References"
f095a482-deff-11ef-a87b-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position."
"3d0da92c-df00-11ef-8b3e-0242ac120003",question1,Resource Operations Coordinator
"3d0da92c-df00-11ef-8b3e-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"3d0da92c-df00-11ef-8b3e-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"758c7594-df00-11ef-82d1-0242ac120003",question1,Resource Operations Coordinator
"758c7594-df00-11ef-82d1-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"758c7594-df00-11ef-82d1-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"86bf6a56-df00-11ef-9101-0242ac120003",question1,Operations Lead
"86bf6a56-df00-11ef-9101-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"86bf6a56-df00-11ef-9101-0242ac120003",question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
ae402890-df00-11ef-9101-0242ac120003,question1,Resource Alignment Coordinator
ae402890-df00-11ef-9101-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
ae402890-df00-11ef-9101-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
ae402890-df00-11ef-9101-0242ac120003,question1,Resource Operations Coordinator
ae402890-df00-11ef-9101-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
ae402890-df00-11ef-9101-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies."
"14dce8ae-df01-11ef-9325-0242ac120003",question1,Resource Operations Coordinator
"14dce8ae-df01-11ef-9325-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"14dce8ae-df01-11ef-9325-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"2878de80-df02-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"2878de80-df02-11ef-9101-0242ac120003",question2,"Prior Experience, Education, Soft Skills, References"
"2878de80-df02-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate has had 4 years of experience in the position., The candidate has received 10 reference letters from previous companies., The candidate‘s „References“ have received the maximal score of 10."
"3153e32e-df02-11ef-9101-0242ac120003",question1,Resource Alignment Coordinator
"3153e32e-df02-11ef-9101-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"3153e32e-df02-11ef-9101-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"47a30c1c-df03-11ef-8b3e-0242ac120003",question1,Resource Operations Coordinator
"47a30c1c-df03-11ef-8b3e-0242ac120003",question2,"Education, References, Soft Skills, Prior Experience"
"47a30c1c-df03-11ef-8b3e-0242ac120003",question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"4857c2a6-df03-11ef-af32-0242ac120003",question1,Resource Operations Coordinator
"4857c2a6-df03-11ef-af32-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"4857c2a6-df03-11ef-af32-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
ee633630-df03-11ef-8b3e-0242ac120003,question1,Resource Operations Coordinator
ee633630-df03-11ef-8b3e-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
ee633630-df03-11ef-8b3e-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
cb8aa728-df04-11ef-af32-0242ac120003,question1,Resource Operations Coordinator
cb8aa728-df04-11ef-af32-0242ac120003,question2,"Education, Soft Skills, References, Prior Experience"
cb8aa728-df04-11ef-af32-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
e445ca54-df04-11ef-8bc0-0242ac120003,question1,Resource Operations Coordinator
e445ca54-df04-11ef-8bc0-0242ac120003,question2,"Soft Skills, References, Education, Prior Experience"
e445ca54-df04-11ef-8bc0-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"36f687ac-df05-11ef-9101-0242ac120003",question1,Resource Operations Coordinator
"36f687ac-df05-11ef-9101-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"36f687ac-df05-11ef-9101-0242ac120003",question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
e2926b4e-df05-11ef-aae8-0242ac120003,question1,Project Coordinator
e2926b4e-df05-11ef-aae8-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
e2926b4e-df05-11ef-aae8-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
"1237be9e-df06-11ef-8b3e-0242ac120003",question1,Resource Operations Coordinator
"1237be9e-df06-11ef-8b3e-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"1237be9e-df06-11ef-8b3e-0242ac120003",question3,"The candidate‘s „References“ have received the maximal score of 10., The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“."
"1afc0ff2-df07-11ef-b02c-0242ac120003",question1,Resource Operations Coordinator
"1afc0ff2-df07-11ef-b02c-0242ac120003",question2,"Prior Experience, Education, References, Soft Skills"
"1afc0ff2-df07-11ef-b02c-0242ac120003",question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
cd824e2a-df07-11ef-9101-0242ac120003,question1,Resource Operations Coordinator
cd824e2a-df07-11ef-9101-0242ac120003,question2,"Prior Experience, Education, References, Soft Skills"
cd824e2a-df07-11ef-9101-0242ac120003,question3,"The candidate‘s „Experience“ has a lower value than the candidate‘s „Soft Skills“., The candidate‘s „References“ have received the maximal score of 10."
